bizesId,bizesNm,brchNm,indsLclsCd,indsLclsNm,indsMclsCd,indsMclsNm,indsSclsCd,indsSclsNm,ksicCd,ksicNm,ctprvnCd,ctprvnNm,signguCd,signguNm,adongCd,adongNm,ldongCd,ldongNm,lnoCd,plotSctCd,plotSctNm,lnoMnno,lnoSlno,lnoAdr,rdnmCd,rdnm,bldMnno,bldSlno,bldMngNo,bldNm,rdnmAdr,oldZipcd,newZipcd,dongNo,flrNo,hoNo,lon,lat
MA010120220800062713,매우당,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,66,123,서울특별시 광진구 구의동 66-123,1.12154E+11,서울특별시 광진구 광나루로39길,3,,1.12151E+24,,서울특별시 광진구 광나루로39길 3,143819,4977,,1,,127.08905519,37.54516861
MA010120220800016948,놀부부대찌개스타시티점,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,227,7,서울특별시 광진구 자양동 227-7,1.12153E+11,서울특별시 광진구 아차산로,262,,1.12151E+24,더샵스타시티,서울특별시 광진구 아차산로 262,143730,5065,,1,,127.0729562,37.537007587
MA010120220800055070,초입,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,36,59,서울특별시 광진구 화양동 36-59,1.12154E+11,서울특별시 광진구 동일로24길,29,,1.12151E+24,,서울특별시 광진구 동일로24길 29,143917,5015,,1,,127.06684099,37.543678605
MA010120220800051350,오케이연탄막창구이,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,38,8,서울특별시 광진구 중곡동 38-8,1.12154E+11,서울특별시 광진구 용마산로21길,78,,1.12151E+24,,서울특별시 광진구 용마산로21길 78,143885,4937,,1,,127.08459261,37.56150698
MA010120220800113545,안채식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,678,1,서울특별시 광진구 자양동 678-1,1.12154E+11,서울특별시 광진구 뚝섬로58길,19,,1.12151E+24,광성빌딩,서울특별시 광진구 뚝섬로58길 19,143873,5103,,1,,127.08468278,37.531161276
MA010120220800083588,"마가을고기꽃,고기,야채",,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,364,3,서울특별시 광진구 군자동 364-3,1.12153E+11,서울특별시 광진구 군자로,94,1,1.12151E+24,,서울특별시 광진구 군자로 94-1,143840,5004,,1,,127.07130683,37.551568741
MA010120220800106740,깍뚝,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,111,161,서울특별시 광진구 화양동 111-161,1.12154E+11,서울특별시 광진구 능동로19길,36,,1.12151E+24,점포전체,서울특별시 광진구 능동로19길 36,143915,5009,,1,,127.07183478,37.547459869
MA010120220800108192,인생설렁탕건대역점,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,48,5,서울특별시 광진구 화양동 48-5,1.12153E+11,서울특별시 광진구 아차산로,207,,1.12151E+24,,서울특별시 광진구 아차산로 207,143917,5019,,1,,127.06673722,37.541516265
MA010120220800093225,연탄돼지갈비,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,227,263,서울특별시 광진구 자양동 227-263,1.12153E+11,서울특별시 광진구 자양번영로,69,,1.12151E+24,,서울특별시 광진구 자양번영로 69,143854,5066,,1,,127.07622482,37.535744122
MA010120220800145955,마마브런치,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,24,11,서울특별시 광진구 화양동 24-11,1.12153E+11,서울특별시 광진구 동일로,158,,1.12151E+24,,서울특별시 광진구 동일로 158,143916,5013,,2,,127.06659432,37.546228572
MA010120220800299708,백순대본가새맛군자점,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,358,9,서울특별시 광진구 군자동 358-9,1.12153E+11,서울특별시 광진구 광나루로,361,,1.12151E+24,광진동양파라곤2단지,서울특별시 광진구 광나루로 361,143840,5003,,1,,127.06975355,37.548470235
MA010120220800306311,미친곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,471,12,서울특별시 광진구 군자동 471-12,1.12154E+11,서울특별시 광진구 군자로17길,41,,1.12151E+24,,서울특별시 광진구 군자로17길 41,143838,4996,,1,,127.0773104,37.557079068
MA010120220800296303,유명한감자탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,212,29,서울특별시 광진구 구의동 212-29,1.12153E+11,서울특별시 광진구 아차산로,467,,1.12151E+24,,서울특별시 광진구 아차산로 467,143822,5035,,1,,127.09367706,37.540146468
MA010120220800291791,김덕후의곱창조,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,8,94,서울특별시 광진구 화양동 8-94,1.12154E+11,서울특별시 광진구 아차산로33길,21,4,1.12151E+24,,서울특별시 광진구 아차산로33길 21-4,143914,5017,,1,,127.07005245,37.541370185
MA010120220800231208,선장훅,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,45,38,서울특별시 광진구 화양동 45-38,1.12154E+11,서울특별시 광진구 동일로24길,38,1,1.12151E+24,,서울특별시 광진구 동일로24길 38-1,143917,5019,,,,127.0672594,37.543381038
MA010120220800420853,이동왕갈비,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,553,261,서울특별시 광진구 자양동 553-261,1.12154E+11,서울특별시 광진구 뚝섬로30길,45,,1.12151E+24,,서울특별시 광진구 뚝섬로30길 45,143862,5085,,,,127.06745502,37.534443006
MA010120220800332750,장수마을정육식당,,I2,음식,I201,한식,I20108,소고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,100,105,서울특별시 광진구 군자동 100-105,1.12153E+11,서울특별시 광진구 군자로,100,,1.12151E+24,,서울특별시 광진구 군자로 100,143839,5004,,1,,127.07146562,37.551938054
MA010120220800386550,전주식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,79,15,서울특별시 광진구 중곡동 79-15,1.12154E+11,서울특별시 광진구 용마산로6길,17,,1.12151E+24,,서울특별시 광진구 용마산로6길 17,143888,4949,,1,,127.08886622,37.557557475
MA010120220800388287,태천면옥,,I2,음식,I201,한식,I20106,냉면/밀면,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,258,39,서울특별시 광진구 광장동 258-39,1.12153E+11,서울특별시 광진구 광장로,49,,1.12151E+24,,서울특별시 광진구 광장로 49,143806,4966,,1,,127.10267077,37.547130744
MA010120220800373531,황금돈삼겹살,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,614,21,서울특별시 광진구 자양동 614-21,1.12154E+11,서울특별시 광진구 뚝섬로45길,15,,1.12151E+24,,서울특별시 광진구 뚝섬로45길 15,143866,5062,,1,,127.07742177,37.533445792
MA010120220800369919,고오기,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,115,3,서울특별시 광진구 중곡동 115-3,1.12154E+11,서울특별시 광진구 천호대로127길,8,,1.12151E+24,,서울특별시 광진구 천호대로127길 8,143889,4953,,1,,127.08931405,37.553475619
MA010120220800376828,광주식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,184,,서울특별시 광진구 군자동 184,1.12153E+11,서울특별시 광진구 동일로,278,,1.12151E+24,,서울특별시 광진구 동일로 278,143838,5000,,1,,127.07227318,37.556145222
MA010120220800463628,비너스,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,245,5,서울특별시 광진구 중곡동 245-5,1.12153E+11,서울특별시 광진구 면목로,97,,1.12151E+24,,서울특별시 광진구 면목로 97,143904,4913,,,,127.07919474,37.5623937
MA010120220800497705,선인장두부,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,19,3,서울특별시 광진구 구의동 19-3,1.12153E+11,서울특별시 광진구 영화사로,98,1,1.12151E+24,행복한집,서울특별시 광진구 영화사로 98-1,143816,4957,,지,,127.09661466,37.554343838
MA010120220800553324,남원골추어탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,243,60,서울특별시 광진구 구의동 243-60,1.12153E+11,서울특별시 광진구 아차산로,403,5,1.12151E+24,베네슈,서울특별시 광진구 아차산로 403-5,143825,5044,,1,,127.0871795,37.537790824
MA010120220800548911,정담은푸드,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,6,2,서울특별시 광진구 화양동 6-2,1.12153E+11,서울특별시 광진구 아차산로,241,,1.12151E+24,연한빌딩,서울특별시 광진구 아차산로 241,143914,5017,,,,127.07014216,37.540505172
MA010120220800643725,삼겹몽,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,553,211,서울특별시 광진구 자양동 553-211,1.12153E+11,서울특별시 광진구 뚝섬로,507,,1.12151E+24,,서울특별시 광진구 뚝섬로 507,143862,5076,,1,,127.06676612,37.535857968
MA010120220800639315,군산오징어건대역점,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,7,36,서울특별시 광진구 자양동 7-36,1.12154E+11,서울특별시 광진구 동일로20길,103,,1.12151E+24,,서울특별시 광진구 동일로20길 103,143841,5073,,1,,127.06919107,37.539829983
MA010120220800659580,진퉁해장국감자탕,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,8,4,서울특별시 광진구 자양동 8-4,1.12153E+11,서울특별시 광진구 아차산로,214,,1.12151E+24,,서울특별시 광진구 아차산로 214,143841,5072,,1,,127.06712138,37.540894358
MA010120220800649614,건대통골뱅이,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,33,29,서울특별시 광진구 화양동 33-29,1.12154E+11,서울특별시 광진구 능동로13길,81,,1.12151E+24,,서울특별시 광진구 능동로13길 81,143916,5015,,1,,127.06872069,37.545110115
MA010120220800610317,이가한방삼계탕,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,476,6,서울특별시 광진구 군자동 476-6,1.12153E+11,서울특별시 광진구 군자로,176,,1.12151E+24,,서울특별시 광진구 군자로 176,143838,4997,,1,,127.07787538,37.55621374
MA010120220800692601,의정부정통부대찌개,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,243,6,서울특별시 광진구 구의동 243-6,1.12154E+11,서울특별시 광진구 자양로18길,56,,1.12151E+24,거송빌딩,서울특별시 광진구 자양로18길 56,143825,5044,,2,,127.08664792,37.537971415
MA010120220800687817,하남돼지집,세종대점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,111,27,서울특별시 광진구 화양동 111-27,1.12154E+11,서울특별시 광진구 능동로19길,21,2,1.12151E+24,,서울특별시 광진구 능동로19길 21-2,143915,5009,,1,,127.07254722,37.546972894
MA010120220800695811,할매시골청국장,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,774,28,서울특별시 광진구 자양동 774-28,1.12153E+11,서울특별시 광진구 아차산로,327,,1.12151E+24,,서울특별시 광진구 아차산로 327,143853,5027,,1,,127.07936105,37.537778317
MA010120220800691131,기분좋은낙지,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,39,38,서울특별시 광진구 중곡동 39-38,1.12154E+11,서울특별시 광진구 긴고랑로19길,5,,1.12151E+24,,서울특별시 광진구 긴고랑로19길 5,143885,4937,,1,,127.08387984,37.561759767
MA010120220800732393,장안냉면,,I2,음식,I201,한식,I20106,냉면/밀면,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,546,4,서울특별시 광진구 구의동 546-4,1.12154E+11,서울특별시 광진구 광나루로56길,85,,1.12151E+24,테크노마트,서울특별시 광진구 광나루로56길 85,143721,5116,,,,127.0956968,37.535720938
MA010120220800758088,고기세상,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,20,1,서울특별시 광진구 화양동 20-1,1.12154E+11,서울특별시 광진구 동일로30길,26,,1.12151E+24,,서울특별시 광진구 동일로30길 26,143916,5007,,1,,127.06860974,37.547524856
MA010120220800809704,왕갈비탕,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,79,14,서울특별시 광진구 구의동 79-14,1.12153E+11,서울특별시 광진구 자양로,243,,1.12151E+24,,서울특별시 광진구 자양로 243,143819,4993,,1,,127.0885723,37.548286429
MA010120220800807684,구의국시,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,246,3,서울특별시 광진구 구의동 246-3,1.12153E+11,서울특별시 광진구 아차산로,395,,1.12151E+24,,서울특별시 광진구 아차산로 395,143825,5044,,1,,127.0863872,37.537557146
MA010120220800802945,이특집,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215780,능동,1121510200,능동,1.12151E+18,1,대지,223,3,서울특별시 광진구 능동 223-3,1.12154E+11,서울특별시 광진구 능동로36길,24,,1.12151E+24,,서울특별시 광진구 능동로36길 24,143847,4985,,1,,127.08044406,37.555860628
MA010120220800924767,선비코다리&아구찜,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,659,32,서울특별시 광진구 자양동 659-32,1.12153E+11,서울특별시 광진구 뚝섬로,673,,1.12151E+24,,서울특별시 광진구 뚝섬로 673,143867,5059,,1,,127.08411809,37.532044661
MA010120220800926440,화성기무한리필샤브샤브,,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,9,50,서울특별시 광진구 화양동 9-50,1.12154E+11,서울특별시 광진구 아차산로29길,44,,1.12151E+24,,서울특별시 광진구 아차산로29길 44,143914,5018,,2,,127.06911451,37.542695207
MA010120220800845605,땅스부대찌개,자양점,I2,음식,I201,한식,I20102,국/탕/찌개류,G47219,기타 식료품 소매업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,612,51,서울특별시 광진구 자양동 612-51,1.12154E+11,서울특별시 광진구 자양로15길,42,,1.12151E+24,,서울특별시 광진구 자양로15길 42,143866,5055,,1,,127.08136131,37.535533465
MA010120220800864205,군자닭갈비,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,649,8,서울특별시 광진구 중곡동 649-8,1.12153E+11,서울특별시 광진구 능동로,315,,1.12151E+24,,서울특별시 광진구 능동로 315,143912,4919,,1,,127.07960869,37.557852398
MA010120220801023139,추미각,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,258,28,서울특별시 광진구 광장동 258-28,1.12154E+11,서울특별시 광진구 광장로1길,14,,1.12151E+24,,서울특별시 광진구 광장로1길 14,143806,4966,,,,127.1024111,37.547572458
MA010120220800956709,찜마을,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215780,능동,1121510200,능동,1.12151E+18,1,대지,220,9,서울특별시 광진구 능동 220-9,1.12154E+11,서울특별시 광진구 능동로36길,7,,1.12151E+24,,서울특별시 광진구 능동로36길 7,143847,4985,,1,,127.07964106,37.556365731
MA010120220801142831,안흥갈비,중곡점,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1.12151E+18,1,대지,164,1,서울특별시 광진구 중곡동 164-1,1.12153E+11,서울특별시 광진구 능동로,373,,1.12151E+24,,서울특별시 광진구 능동로 373,143899,4909,,2,,127.0822624,37.562733981
MA010120220801147466,숙고,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215850,구의1동,1121510300,구의동,1.12151E+18,1,대지,246,37,서울특별시 광진구 구의동 246-37,1.12154E+11,서울특별시 광진구 아차산로53길,5,,1.12151E+24,,서울특별시 광진구 아차산로53길 5,143825,5044,,1,,127.08590055,37.537449381
MA010120220801144034,닭발여행x윤이불닭발,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,5,29,서울특별시 광진구 화양동 5-29,1.12154E+11,서울특별시 광진구 아차산로33길,40,,1.12151E+24,,서울특별시 광진구 아차산로33길 40,143914,5017,,,,127.07069794,37.54192842
MA010120220801135879,함포비빔밥,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215840,자양3동,1121510500,자양동,1.12151E+18,1,대지,227,7,서울특별시 광진구 자양동 227-7,1.12153E+11,서울특별시 광진구 아차산로,272,,1.12151E+24,더샵스타시티,서울특별시 광진구 아차산로 272,143730,5065,,1,,127.07300297,37.538557278
MA010120220801187106,만경상회,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,49,14,서울특별시 광진구 화양동 49-14,1.12154E+11,서울특별시 광진구 동일로22길,40,,1.12151E+24,,서울특별시 광진구 동일로22길 40,143917,5020,,,,127.06636415,37.541894895
MA010120220801240038,아차산닭도리탕,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215860,구의2동,1121510300,구의동,1.12151E+18,1,대지,55,1,서울특별시 광진구 구의동 55-1,1.12154E+11,서울특별시 광진구 자양로45길,11,,1.12151E+24,삼성하이츠빌,서울특별시 광진구 자양로45길 11,143817,4954,,1,,127.09132624,37.551636044
MA010120220801371993,진성가야지,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,516,5,서울특별시 광진구 화양동 516-5,1.12154E+11,서울특별시 광진구 능동로16길,42,,1.12151E+24,,서울특별시 광진구 능동로16길 42,143926,5021,,1,,127.07531765,37.544979951
MA010120220801385098,아감한우정육식당,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215770,중곡4동,1121510100,중곡동,1.12151E+18,1,대지,78,25,서울특별시 광진구 중곡동 78-25,1.12153E+11,서울특별시 광진구 영화사로,7,,1.12151E+24,,서울특별시 광진구 영화사로 7,143887,4945,,,,127.08869747,37.558413549
MA010120220801557651,능동순두부,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,93,1,서울특별시 광진구 군자동 93-1,1.12154E+11,서울특별시 광진구 동일로60길,24,,1.12151E+24,,서울특별시 광진구 동일로60길 24,143838,4995,,,,127.07476495,37.558080814
MA010120220801524751,가미정,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215730,군자동,1121510900,군자동,1.12151E+18,1,대지,476,1,서울특별시 광진구 군자동 476-1,1.12153E+11,서울특별시 광진구 군자로,182,,1.12151E+24,,서울특별시 광진구 군자로 182,143838,4997,,2,,127.07826068,37.556700023
MA010120220801545421,정가네,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,9,1,서울특별시 광진구 화양동 9-1,1.12154E+11,서울특별시 광진구 동일로24길,92,,1.12151E+24,,서울특별시 광진구 동일로24길 92,143914,5018,,1,,127.06983849,37.542478541
MA010120220801875180,까막돼지와버섯총각들,,I2,음식,I201,한식,I20107,돼지고기 구이/찜,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,561,,서울특별시 광진구 광장동 561,1.12154E+11,서울특별시 광진구 아차산로70길,17,21,1.12151E+24,광장삼성아파트,서울특별시 광진구 아차산로70길 17-21,143815,4971,,1,,127.10321736,37.541408924
MA010120220801890057,정라진,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215870,구의3동,1121510300,구의동,1.12151E+18,1,대지,596,6,서울특별시 광진구 구의동 596-6,1.12153E+11,서울특별시 광진구 구의강변로,35,,1.12151E+24,삼진빌딩,서울특별시 광진구 구의강변로 35,143831,5115,,1,,127.09137253,37.533931372
MA010120220801869725,정원집,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,679,34,서울특별시 광진구 자양동 679-34,1.12154E+11,서울특별시 광진구 자양로5길,22,,1.12151E+24,동,서울특별시 광진구 자양로5길 22,143873,5103,,1,,127.08460397,37.531503713
MA010120220801939888,한강풍천장어,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56114,한식 해산물 요리 전문점,11,서울특별시,11215,광진구,11215847,자양4동,1121510500,자양동,1.12151E+18,1,대지,44,2,서울특별시 광진구 자양동 44-2,1.12153E+11,서울특별시 광진구 뚝섬로,491,,1.12151E+24,,서울특별시 광진구 뚝섬로 491,143843,5080,,,,127.06487716,37.536480712
MA010120220802075583,명가칼국수,,I2,음식,I201,한식,I20105,국수/칼국수,I56112,한식 면 요리 전문점,11,서울특별시,11215,광진구,11215750,중곡2동,1121510100,중곡동,1.12151E+18,1,대지,341,12,서울특별시 광진구 중곡동 341-12,1.12152E+11,서울특별시 광진구 천호대로,567,,1.12151E+24,,서울특별시 광진구 천호대로 567,143908,4929,,,,127.08119215,37.556914283
MA010120220802194542,동촌,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215820,자양1동,1121510500,자양동,1.12151E+18,1,대지,774,28,서울특별시 광진구 자양동 774-28,1.12153E+11,서울특별시 광진구 아차산로,327,,1.12151E+24,,서울특별시 광진구 아차산로 327,143853,5027,,,,127.07936105,37.537778317
MA010120220802189060,소박한상,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,5,32,서울특별시 광진구 화양동 5-32,1.12154E+11,서울특별시 광진구 동일로22길,117,27,1.12151E+24,,서울특별시 광진구 동일로22길 117-27,143914,5017,,,,127.07092409,37.541766105
MA010120220802515959,신사소곱창,,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1.12151E+18,1,대지,10,8,서울특별시 광진구 화양동 10-8,1.12154E+11,서울특별시 광진구 아차산로31길,39,,1.12151E+24,,서울특별시 광진구 아차산로31길 39,143914,5016,,1,,127.06999716,37.542748747
MA010120220802585636,양숙이네,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215830,자양2동,1121510500,자양동,1.12151E+18,1,대지,685,15,서울특별시 광진구 자양동 685-15,1.12154E+11,서울특별시 광진구 자양로4길,9,,1.12151E+24,,서울특별시 광진구 자양로4길 9,143875,5112,,1,,127.08686673,37.53152009
MA010120220802649603,산울,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,11,서울특별시,11215,광진구,11215810,광장동,1121510400,광장동,1.12151E+18,1,대지,248,22,서울특별시 광진구 광장동 248-22,1.12154E+11,서울특별시 광진구 아차산로73길,48,,1.12151E+24,,서울특별시 광진구 아차산로73길 48,143805,4968,,2,,127.10243257,37.546725501
